dataset	class	length	biotype	reads	reads_at_length
VASA published, mouse	multi	19	miRNA	88	46405
VASA published, mouse	multi	19	rRNA	256	46405
VASA published, mouse	multi	19	ribozyme	1	46405
VASA published, mouse	multi	19	snRNA	10	46405
VASA published, mouse	multi	19	snoRNA	14	46405
VASA published, mouse	multi	19	tRNA	23	46405
VASA published, mouse	multi	20	IgCGene	1	42700
VASA published, mouse	multi	20	IgVGene	2	42700
VASA published, mouse	multi	20	IgVPseudogene	2	42700
VASA published, mouse	multi	20	MiscRna	43	42700
VASA published, mouse	multi	20	MtRrna	16	42700
VASA published, mouse	multi	20	MtTrna	1	42700
VASA published, mouse	multi	20	ProcessedPseudogene	2614	42700
VASA published, mouse	multi	20	ProteinCoding	35877	42700
VASA published, mouse	multi	20	TEC	390	42700
VASA published, mouse	multi	20	TrVGene	4	42700
VASA published, mouse	multi	20	TrVPseudogene	2	42700
VASA published, mouse	multi	20	TranscribedProcessedPseudogene	872	42700
VASA published, mouse	multi	20	TranscribedUnitaryPseudogene	71	42700
VASA published, mouse	multi	20	TranscribedUnprocessedPseudogene	326	42700
VASA published, mouse	multi	20	TranslatedUnprocessedPseudogene	1	42700
VASA published, mouse	multi	20	UnitaryPseudogene	67	42700
VASA published, mouse	multi	20	UnprocessedPseudogene	572	42700
VASA published, mouse	multi	20	lncRNA	20213	42700
VASA published, mouse	multi	20	miRNA	65	42700
VASA published, mouse	multi	20	rRNA	454	42700
VASA published, mouse	multi	20	ribozyme	1	42700
VASA published, mouse	multi	20	scaRNA	2	42700
VASA published, mouse	multi	20	snRNA	21	42700
VASA published, mouse	multi	20	snoRNA	11	42700
VASA published, mouse	multi	20	tRNA	20	42700
VASA published, mouse	multi	21	IgCGene	4	32926
VASA published, mouse	multi	21	IgCPseudogene	2	32926
VASA published, mouse	multi	21	IgVPseudogene	2	32926
VASA published, mouse	multi	21	MiscRna	53	32926
VASA published, mouse	multi	21	MtRrna	16	32926
VASA published, mouse	multi	21	MtTrna	1	32926
VASA published, mouse	multi	21	ProcessedPseudogene	2759	32926
VASA published, mouse	multi	21	ProteinCoding	28025	32926
VASA published, mouse	multi	21	TEC	318	32926
VASA published, mouse	multi	21	TrJGene	1	32926
VASA published, mouse	multi	21	TrVGene	2	32926
VASA published, mouse	multi	21	TrVPseudogene	1	32926
VASA published, mouse	multi	21	TranscribedProcessedPseudogene	1354	32926
VASA published, mouse	multi	21	TranscribedUnitaryPseudogene	56	32926
VASA published, mouse	multi	21	TranscribedUnprocessedPseudogene	219	32926
VASA published, mouse	multi	21	TranslatedUnprocessedPseudogene	1	32926
VASA published, mouse	multi	21	UnitaryPseudogene	60	32926
VASA published, mouse	multi	21	UnprocessedPseudogene	736	32926
VASA published, mouse	multi	21	lncRNA	15509	32926
VASA published, mouse	multi	21	miRNA	93	32926
VASA published, mouse	multi	21	rRNA	674	32926
VASA published, mouse	multi	21	ribozyme	1	32926
VASA published, mouse	multi	21	scaRNA	1	32926
VASA published, mouse	multi	21	snRNA	14	32926
VASA published, mouse	multi	21	snoRNA	6	32926
VASA published, mouse	multi	21	tRNA	17	32926
VASA published, mouse	multi	22	IgCGene	1	34072
VASA published, mouse	multi	22	IgLvGene	1	34072
VASA published, mouse	multi	22	IgVPseudogene	6	34072
VASA published, mouse	multi	22	MiscRna	135	34072
VASA published, mouse	multi	22	MtRrna	27	34072
VASA published, mouse	multi	22	MtTrna	3	34072
VASA published, mouse	multi	22	ProcessedPseudogene	3206	34072
VASA published, mouse	multi	22	ProteinCoding	28586	34072
VASA published, mouse	multi	22	TEC	261	34072
VASA published, mouse	multi	22	TrVGene	2	34072
VASA published, mouse	multi	22	TranscribedProcessedPseudogene	752	34072
VASA published, mouse	multi	22	TranscribedUnitaryPseudogene	46	34072
VASA published, mouse	multi	22	TranscribedUnprocessedPseudogene	275	34072
VASA published, mouse	multi	22	UnitaryPseudogene	36	34072
VASA published, mouse	multi	22	UnprocessedPseudogene	311	34072
VASA published, mouse	multi	22	lncRNA	15641	34072
VASA published, mouse	multi	22	miRNA	85	34072
VASA published, mouse	multi	22	rRNA	921	34072
VASA published, mouse	multi	22	ribozyme	1	34072
VASA published, mouse	multi	22	snRNA	11	34072
VASA published, mouse	multi	22	snoRNA	10	34072
VASA published, mouse	multi	22	tRNA	11	34072
VASA published, mouse	multi	23	IgVGene	1	31125
VASA published, mouse	multi	23	IgVPseudogene	6	31125
VASA published, mouse	multi	23	MiscRna	48	31125
VASA published, mouse	multi	23	MtRrna	20	31125
VASA published, mouse	multi	23	MtTrna	2	31125
VASA published, mouse	multi	23	ProcessedPseudogene	2162	31125
VASA published, mouse	multi	23	ProteinCoding	25748	31125
VASA published, mouse	multi	23	TEC	214	31125
VASA published, mouse	multi	23	TrVGene	4	31125
VASA published, mouse	multi	23	TranscribedProcessedPseudogene	664	31125
VASA published, mouse	multi	23	TranscribedUnitaryPseudogene	54	31125
VASA published, mouse	multi	23	TranscribedUnprocessedPseudogene	253	31125
VASA published, mouse	multi	23	UnitaryPseudogene	55	31125
VASA published, mouse	multi	23	UnprocessedPseudogene	452	31125
VASA published, mouse	multi	23	lncRNA	15419	31125
VASA published, mouse	multi	23	miRNA	73	31125
VASA published, mouse	multi	23	rRNA	1266	31125
VASA published, mouse	multi	23	ribozyme	1	31125
VASA published, mouse	multi	23	snRNA	6	31125
VASA published, mouse	multi	23	snoRNA	7	31125
VASA published, mouse	multi	23	tRNA	14	31125
VASA published, mouse	multi	24	IgVPseudogene	1	22372
VASA published, mouse	multi	24	MiscRna	74	22372
VASA published, mouse	multi	24	MtRrna	18	22372
VASA published, mouse	multi	24	MtTrna	4	22372
VASA published, mouse	multi	24	ProcessedPseudogene	1689	22372
VASA published, mouse	multi	24	ProteinCoding	18121	22372
VASA published, mouse	multi	24	TEC	161	22372
VASA published, mouse	multi	24	TrVPseudogene	1	22372
VASA published, mouse	multi	24	TranscribedProcessedPseudogene	572	22372
VASA published, mouse	multi	24	TranscribedUnitaryPseudogene	23	22372
VASA published, mouse	multi	24	TranscribedUnprocessedPseudogene	231	22372
VASA published, mouse	multi	24	UnitaryPseudogene	25	22372
VASA published, mouse	multi	24	UnprocessedPseudogene	239	22372
VASA published, mouse	multi	24	lncRNA	10863	22372
VASA published, mouse	multi	24	miRNA	100	22372
VASA published, mouse	multi	24	rRNA	1477	22372
VASA published, mouse	multi	24	ribozyme	1	22372
VASA published, mouse	multi	24	snRNA	11	22372
VASA published, mouse	multi	24	snoRNA	14	22372
VASA published, mouse	multi	24	tRNA	22	22372
VASA published, mouse	multi	25	IgCGene	1	24200
VASA published, mouse	multi	25	IgVGene	6	24200
VASA published, mouse	multi	25	IgVPseudogene	1	24200
VASA published, mouse	multi	25	MiscRna	170	24200
VASA published, mouse	multi	25	MtRrna	12	24200
VASA published, mouse	multi	25	MtTrna	2	24200
VASA published, mouse	multi	25	ProcessedPseudogene	1977	24200
VASA published, mouse	multi	25	ProteinCoding	19106	24200
VASA published, mouse	multi	25	TEC	117	24200
VASA published, mouse	multi	25	TrVGene	1	24200
VASA published, mouse	multi	25	TranscribedProcessedPseudogene	572	24200
VASA published, mouse	multi	25	TranscribedUnitaryPseudogene	25	24200
VASA published, mouse	multi	25	TranscribedUnprocessedPseudogene	173	24200
VASA published, mouse	multi	25	UnitaryPseudogene	42	24200
VASA published, mouse	multi	25	UnprocessedPseudogene	359	24200
VASA published, mouse	multi	25	lncRNA	12243	24200
VASA published, mouse	multi	25	miRNA	71	24200
VASA published, mouse	multi	25	rRNA	1895	24200
VASA published, mouse	multi	25	scRNA	1	24200
VASA published, mouse	multi	25	scaRNA	1	24200
VASA published, mouse	multi	25	snRNA	18	24200
VASA published, mouse	multi	25	snoRNA	7	24200
VASA published, mouse	multi	25	tRNA	16	24200
VASA published, mouse	multi	26	MiscRna	94	21677
VASA published, mouse	multi	26	MtRrna	11	21677
VASA published, mouse	multi	26	MtTrna	1	21677
VASA published, mouse	multi	26	ProcessedPseudogene	4668	21677
VASA published, mouse	multi	26	ProteinCoding	17699	21677
VASA published, mouse	multi	26	TEC	107	21677
VASA published, mouse	multi	26	TranscribedProcessedPseudogene	1025	21677
VASA published, mouse	multi	26	TranscribedUnitaryPseudogene	17	21677
VASA published, mouse	multi	26	TranscribedUnprocessedPseudogene	184	21677
VASA published, mouse	multi	26	UnitaryPseudogene	30	21677
VASA published, mouse	multi	26	UnprocessedPseudogene	286	21677
VASA published, mouse	multi	26	lncRNA	9557	21677
VASA published, mouse	multi	26	miRNA	51	21677
VASA published, mouse	multi	26	rRNA	2065	21677
VASA published, mouse	multi	26	ribozyme	1	21677
VASA published, mouse	multi	26	snRNA	9	21677
VASA published, mouse	multi	26	snoRNA	11	21677
VASA published, mouse	multi	26	tRNA	10	21677
VASA published, mouse	multi	27	MiscRna	62	16449
VASA published, mouse	multi	27	MtRrna	6	16449
VASA published, mouse	multi	27	ProcessedPseudogene	2554	16449
VASA published, mouse	multi	27	ProteinCoding	13004	16449
VASA published, mouse	multi	27	TEC	75	16449
VASA published, mouse	multi	27	TranscribedProcessedPseudogene	936	16449
VASA published, mouse	multi	27	TranscribedUnitaryPseudogene	19	16449
VASA published, mouse	multi	27	TranscribedUnprocessedPseudogene	173	16449
VASA published, mouse	multi	27	UnitaryPseudogene	29	16449
VASA published, mouse	multi	27	UnprocessedPseudogene	363	16449
VASA published, mouse	multi	27	lncRNA	8487	16449
VASA published, mouse	multi	27	miRNA	58	16449
VASA published, mouse	multi	27	rRNA	1930	16449
VASA published, mouse	multi	27	ribozyme	2	16449
VASA published, mouse	multi	27	snRNA	6	16449
VASA published, mouse	multi	27	snoRNA	5	16449
VASA published, mouse	multi	27	tRNA	7	16449
VASA published, mouse	multi	28	MiscRna	54	20166
VASA published, mouse	multi	28	MtRrna	12	20166
VASA published, mouse	multi	28	ProcessedPseudogene	5899	20166
VASA published, mouse	multi	28	ProteinCoding	16281	20166
VASA published, mouse	multi	28	TEC	77	20166
VASA published, mouse	multi	28	TranscribedProcessedPseudogene	1033	20166
VASA published, mouse	multi	28	TranscribedUnitaryPseudogene	14	20166
VASA published, mouse	multi	28	TranscribedUnprocessedPseudogene	215	20166
VASA published, mouse	multi	28	UnitaryPseudogene	19	20166
VASA published, mouse	multi	28	UnprocessedPseudogene	627	20166
VASA published, mouse	multi	28	lncRNA	8596	20166
VASA published, mouse	multi	28	miRNA	46	20166
VASA published, mouse	multi	28	rRNA	2164	20166
VASA published, mouse	multi	28	ribozyme	1	20166
VASA published, mouse	multi	28	snRNA	13	20166
VASA published, mouse	multi	28	snoRNA	9	20166
VASA published, mouse	multi	28	tRNA	9	20166
VASA published, mouse	multi	29	MiscRna	38	13849
VASA published, mouse	multi	29	MtRrna	11	13849
VASA published, mouse	multi	29	MtTrna	1	13849
VASA published, mouse	multi	29	ProcessedPseudogene	2152	13849
VASA published, mouse	multi	29	ProteinCoding	10302	13849
VASA published, mouse	multi	29	TEC	61	13849
VASA published, mouse	multi	29	TranscribedProcessedPseudogene	864	13849
VASA published, mouse	multi	29	TranscribedUnitaryPseudogene	8	13849
VASA published, mouse	multi	29	TranscribedUnprocessedPseudogene	185	13849
VASA published, mouse	multi	29	UnitaryPseudogene	34	13849
VASA published, mouse	multi	29	UnprocessedPseudogene	280	13849
VASA published, mouse	multi	29	lncRNA	7514	13849
VASA published, mouse	multi	29	miRNA	43	13849
VASA published, mouse	multi	29	rRNA	1900	13849
VASA published, mouse	multi	29	snRNA	13	13849
VASA published, mouse	multi	29	snoRNA	12	13849
VASA published, mouse	multi	29	tRNA	6	13849
VASA published, mouse	multi	30	MiscRna	63	12587
VASA published, mouse	multi	30	MtRrna	10	12587
VASA published, mouse	multi	30	ProcessedPseudogene	1972	12587
VASA published, mouse	multi	30	ProteinCoding	9472	12587
VASA published, mouse	multi	30	TEC	74	12587
VASA published, mouse	multi	30	TranscribedProcessedPseudogene	803	12587
VASA published, mouse	multi	30	TranscribedUnitaryPseudogene	13	12587
VASA published, mouse	multi	30	TranscribedUnprocessedPseudogene	220	12587
VASA published, mouse	multi	30	UnitaryPseudogene	31	12587
VASA published, mouse	multi	30	UnprocessedPseudogene	337	12587
VASA published, mouse	multi	30	lncRNA	6719	12587
VASA published, mouse	multi	30	miRNA	132	12587
VASA published, mouse	multi	30	rRNA	1547	12587
VASA published, mouse	multi	30	snRNA	34	12587
VASA published, mouse	multi	30	snoRNA	10	12587
VASA published, mouse	multi	30	tRNA	12	12587
VASA published, mouse	multi	31	MiscRna	101	13830
VASA published, mouse	multi	31	MtRrna	7	13830
VASA published, mouse	multi	31	MtTrna	2	13830
VASA published, mouse	multi	31	ProcessedPseudogene	2130	13830
VASA published, mouse	multi	31	ProteinCoding	10519	13830
VASA published, mouse	multi	31	TEC	63	13830
VASA published, mouse	multi	31	TrCGene	1	13830
VASA published, mouse	multi	31	TrVGene	1	13830
VASA published, mouse	multi	31	TranscribedProcessedPseudogene	932	13830
VASA published, mouse	multi	31	TranscribedUnitaryPseudogene	13	13830
VASA published, mouse	multi	31	TranscribedUnprocessedPseudogene	225	13830
VASA published, mouse	multi	31	UnitaryPseudogene	21	13830
VASA published, mouse	multi	31	UnprocessedPseudogene	357	13830
VASA published, mouse	multi	31	lncRNA	7789	13830
VASA published, mouse	multi	31	miRNA	132	13830
VASA published, mouse	multi	31	rRNA	1634	13830
VASA published, mouse	multi	31	ribozyme	2	13830
VASA published, mouse	multi	31	snRNA	27	13830
VASA published, mouse	multi	31	snoRNA	13	13830
VASA published, mouse	multi	31	tRNA	13	13830
VASA published, mouse	multi	32	MiscRna	164	13961
VASA published, mouse	multi	32	MtRrna	2	13961
VASA published, mouse	multi	32	ProcessedPseudogene	2170	13961
VASA published, mouse	multi	32	ProteinCoding	10135	13961
VASA published, mouse	multi	32	TEC	78	13961
VASA published, mouse	multi	32	TranscribedProcessedPseudogene	970	13961
VASA published, mouse	multi	32	TranscribedUnitaryPseudogene	23	13961
VASA published, mouse	multi	32	TranscribedUnprocessedPseudogene	273	13961
VASA published, mouse	multi	32	UnitaryPseudogene	39	13961
VASA published, mouse	multi	32	UnprocessedPseudogene	669	13961
VASA published, mouse	multi	32	lncRNA	7667	13961
VASA published, mouse	multi	32	miRNA	131	13961
VASA published, mouse	multi	32	rRNA	1213	13961
VASA published, mouse	multi	32	snRNA	21	13961
VASA published, mouse	multi	32	snoRNA	12	13961
VASA published, mouse	multi	32	tRNA	7	13961
VASA published, mouse	multi	33	MiscRna	143	12751
VASA published, mouse	multi	33	MtRrna	7	12751
VASA published, mouse	multi	33	MtTrna	5	12751
VASA published, mouse	multi	33	ProcessedPseudogene	2176	12751
VASA published, mouse	multi	33	ProteinCoding	10065	12751
VASA published, mouse	multi	33	TEC	78	12751
VASA published, mouse	multi	33	TranscribedProcessedPseudogene	966	12751
VASA published, mouse	multi	33	TranscribedUnitaryPseudogene	20	12751
VASA published, mouse	multi	33	TranscribedUnprocessedPseudogene	292	12751
VASA published, mouse	multi	33	UnitaryPseudogene	24	12751
VASA published, mouse	multi	33	UnprocessedPseudogene	393	12751
VASA published, mouse	multi	33	lncRNA	6424	12751
VASA published, mouse	multi	33	miRNA	175	12751
VASA published, mouse	multi	33	rRNA	813	12751
VASA published, mouse	multi	33	ribozyme	2	12751
VASA published, mouse	multi	33	snRNA	32	12751
VASA published, mouse	multi	33	snoRNA	14	12751
VASA published, mouse	multi	33	tRNA	9	12751
VASA published, mouse	multi	34	MiscRna	52	12383
VASA published, mouse	multi	34	MtRrna	9	12383
VASA published, mouse	multi	34	MtTrna	1	12383
VASA published, mouse	multi	34	ProcessedPseudogene	1968	12383
VASA published, mouse	multi	34	ProteinCoding	9800	12383
VASA published, mouse	multi	34	TEC	112	12383
VASA published, mouse	multi	34	TranscribedProcessedPseudogene	816	12383
VASA published, mouse	multi	34	TranscribedUnitaryPseudogene	12	12383
VASA published, mouse	multi	34	TranscribedUnprocessedPseudogene	270	12383
VASA published, mouse	multi	34	UnitaryPseudogene	24	12383
VASA published, mouse	multi	34	UnprocessedPseudogene	324	12383
VASA published, mouse	multi	34	lncRNA	6287	12383
VASA published, mouse	multi	34	miRNA	113	12383
VASA published, mouse	multi	34	rRNA	790	12383
VASA published, mouse	multi	34	snRNA	21	12383
VASA published, mouse	multi	34	snoRNA	7	12383
VASA published, mouse	multi	34	tRNA	17	12383
VASA published, mouse	multi	35	MiscRna	68	12719
VASA published, mouse	multi	35	MtRrna	2	12719
VASA published, mouse	multi	35	ProcessedPseudogene	2260	12719
VASA published, mouse	multi	35	ProteinCoding	10231	12719
VASA published, mouse	multi	35	TEC	118	12719
VASA published, mouse	multi	35	TrCGene	1	12719
VASA published, mouse	multi	35	TranscribedProcessedPseudogene	706	12719
VASA published, mouse	multi	35	TranscribedUnitaryPseudogene	18	12719
VASA published, mouse	multi	35	TranscribedUnprocessedPseudogene	203	12719
VASA published, mouse	multi	35	UnitaryPseudogene	25	12719
VASA published, mouse	multi	35	UnprocessedPseudogene	356	12719
VASA published, mouse	multi	35	lncRNA	5993	12719
VASA published, mouse	multi	35	miRNA	95	12719
VASA published, mouse	multi	35	rRNA	572	12719
VASA published, mouse	multi	35	ribozyme	1	12719
VASA published, mouse	multi	35	snRNA	16	12719
VASA published, mouse	multi	35	snoRNA	10	12719
VASA published, mouse	multi	35	tRNA	12	12719
VASA published, mouse	multi	36	MiscRna	44	12509
VASA published, mouse	multi	36	MtRrna	8	12509
VASA published, mouse	multi	36	MtTrna	3	12509
VASA published, mouse	multi	36	ProcessedPseudogene	1982	12509
VASA published, mouse	multi	36	ProteinCoding	10036	12509
VASA published, mouse	multi	36	TEC	92	12509
VASA published, mouse	multi	36	TranscribedProcessedPseudogene	716	12509
VASA published, mouse	multi	36	TranscribedUnitaryPseudogene	19	12509
VASA published, mouse	multi	36	TranscribedUnprocessedPseudogene	235	12509
VASA published, mouse	multi	36	UnitaryPseudogene	32	12509
VASA published, mouse	multi	36	UnprocessedPseudogene	503	12509
VASA published, mouse	multi	36	lncRNA	5997	12509
VASA published, mouse	multi	36	miRNA	67	12509
VASA published, mouse	multi	36	rRNA	292	12509
VASA published, mouse	multi	36	ribozyme	1	12509
VASA published, mouse	multi	36	snRNA	19	12509
VASA published, mouse	multi	36	snoRNA	11	12509
VASA published, mouse	multi	36	tRNA	16	12509
VASA published, mouse	multi	37	MiscRna	43	12515
VASA published, mouse	multi	37	MtRrna	2	12515
VASA published, mouse	multi	37	ProcessedPseudogene	1861	12515
VASA published, mouse	multi	37	ProteinCoding	10035	12515
VASA published, mouse	multi	37	TEC	75	12515
VASA published, mouse	multi	37	TranscribedProcessedPseudogene	868	12515
VASA published, mouse	multi	37	TranscribedUnitaryPseudogene	19	12515
VASA published, mouse	multi	37	TranscribedUnprocessedPseudogene	227	12515
VASA published, mouse	multi	37	UnitaryPseudogene	19	12515
VASA published, mouse	multi	37	UnprocessedPseudogene	355	12515
VASA published, mouse	multi	37	lncRNA	6194	12515
VASA published, mouse	multi	37	miRNA	58	12515
VASA published, mouse	multi	37	rRNA	355	12515
VASA published, mouse	multi	37	snRNA	23	12515
VASA published, mouse	multi	37	snoRNA	18	12515
VASA published, mouse	multi	37	tRNA	15	12515
VASA published, mouse	multi	38	MiscRna	52	12989
VASA published, mouse	multi	38	MtRrna	2	12989
VASA published, mouse	multi	38	MtTrna	3	12989
VASA published, mouse	multi	38	ProcessedPseudogene	2020	12989
VASA published, mouse	multi	38	ProteinCoding	10549	12989
VASA published, mouse	multi	38	TEC	116	12989
VASA published, mouse	multi	38	TranscribedProcessedPseudogene	840	12989
VASA published, mouse	multi	38	TranscribedUnitaryPseudogene	12	12989
VASA published, mouse	multi	38	TranscribedUnprocessedPseudogene	196	12989
VASA published, mouse	multi	38	UnitaryPseudogene	18	12989
VASA published, mouse	multi	38	UnprocessedPseudogene	680	12989
VASA published, mouse	multi	38	lncRNA	6096	12989
VASA published, mouse	multi	38	miRNA	57	12989
VASA published, mouse	multi	38	rRNA	175	12989
VASA published, mouse	multi	38	ribozyme	1	12989
VASA published, mouse	multi	38	snRNA	19	12989
VASA published, mouse	multi	38	snoRNA	6	12989
VASA published, mouse	multi	38	tRNA	17	12989
VASA published, mouse	multi	39	MiscRna	103	12318
VASA published, mouse	multi	39	MtRrna	2	12318
VASA published, mouse	multi	39	MtTrna	2	12318
VASA published, mouse	multi	39	ProcessedPseudogene	2240	12318
VASA published, mouse	multi	39	ProteinCoding	10111	12318
VASA published, mouse	multi	39	TEC	90	12318
VASA published, mouse	multi	39	TranscribedProcessedPseudogene	1057	12318
VASA published, mouse	multi	39	TranscribedUnitaryPseudogene	12	12318
